event_id,device_id,test_session_id,event_timestamp,event_type,firmware_version,carrier,network_type,cell_id,rsrp,rsrq,sinr,latency_ms,jitter_ms,packet_loss_pct,download_throughput_mbps,upload_throughput_mbps,registration_time_ms,handover_status,status,battery_level,cpu_usage,memory_usage,app_name,severity,error_code,region
1adeba40-213c-4c01-bdc8-11af2b1dc6f2,DVC-048,TS-1079,2026-06-01 12:39:48.260786,LTE_ATTACH_SUCCESS,S23_U5_6.0,T-Mobile,LTE,CELL_113,-87.7,-8.5,16.2,94.4,11.7,0.1,258.5,61.7,2119.5,SUCCESS,PASS,38,13,77,Messages,LOW,ERR-746,US-Central
2f722e09-8e63-4b6d-8633-76c44d30c1f0,DVC-018,TS-1006,2026-06-10 13:07:48.260786,HANDOVER_SUCCESS,S23_U5_6.0,T-Mobile,LTE,CELL_107,-99.9,-8.2,12.8,24.8,16.6,0.0,158.0,53.5,1766.7,SUCCESS,PASS,40,28,13,Camera,LOW,ERR-760,US-Central
570a90d2-9660-4f1b-a264-73e030252d38,DVC-043,TS-1042,2026-05-28 17:38:48.260786,HANDOVER_SUCCESS,S23_U5_6.0,AT&T,NTN,CELL_117,-82.5,-10.2,12.7,240.0,12.2,1.59,246.7,60.3,1485.5,SUCCESS,FAIL,22,28,90,Samsung Health,HIGH,ERR-509,US-Central
0c7f8c0e-3409-4ee3-959e-ffc4b5a1c17c,DVC-002,TS-1055,2026-06-04 13:18:48.260786,MODEM_RESET,S24_U2_6.1,Verizon,5G,CELL_109,-89.2,-15.5,17.4,140.7,19.8,2.3,11.9,22.0,1510.2,SUCCESS,FAIL,46,14,22,Settings,CRITICAL,ERR-437,US-East
573cfcc0-5dfa-45a9-8068-a7049e550aff,DVC-041,TS-1017,2026-05-25 17:42:48.260786,MODEM_RESET,S23_U5_6.0,AT&T,LTE,CELL_101,-112.4,-13.6,18.4,142.3,17.5,1.02,62.7,3.2,1019.9,SUCCESS,FAIL,31,22,34,Samsung Health,HIGH,ERR-491,US-East
9c8ff56f-cb84-4ce6-9cc7-023f6a999931,DVC-001,TS-1039,2026-05-27 11:55:48.260786,MODEM_RESET,S24_U1_6.1,AT&T,NTN,CELL_119,-118.5,-8.0,18.2,138.7,34.8,1.31,29.7,5.9,1053.8,SUCCESS,FAIL,35,43,68,Samsung Health,CRITICAL,ERR-848,US-East
2bf75c40-fb43-4287-9aef-e42b133cd400,DVC-004,TS-1080,2026-06-01 14:42:48.260786,MODEM_RESET,S23_U5_6.0,Verizon,5G,CELL_114,-118.5,-9.8,24.6,102.1,27.1,1.48,10.6,14.8,713.0,SUCCESS,FAIL,62,58,29,Samsung Health,CRITICAL,ERR-270,US-Central
311648af-54d6-4bd1-951f-44da735bb41d,DVC-024,TS-1062,2026-06-08 15:02:48.260786,MODEM_RESET,S24_U2_6.1,T-Mobile,NTN,CELL_116,-84.0,-12.4,22.4,131.0,19.9,1.84,33.8,23.7,1077.3,SUCCESS,FAIL,84,12,88,Settings,CRITICAL,ERR-385,US-East
6c185d8e-cd0e-48b2-8bf5-fd3ea6dd7aaa,DVC-021,TS-1035,2026-05-27 11:24:48.260786,MODEM_RESET,S23_U5_6.0,Verizon,5G,CELL_115,-92.5,-15.0,12.0,169.7,27.7,2.27,58.0,5.6,1533.7,SUCCESS,FAIL,55,21,18,Phone,CRITICAL,ERR-639,US-East
41fab1e0-8f35-4164-944e-5b037a188fad,DVC-025,TS-1067,2026-06-01 15:55:48.260786,MODEM_RESET,S23_U5_6.0,Verizon,5G,CELL_114,-80.5,-6.6,25.2,156.8,29.9,1.59,80.9,16.1,876.5,SUCCESS,FAIL,50,11,16,Samsung Health,CRITICAL,ERR-311,US-Central
28808b9a-c5bc-4b93-b0b6-a501b2fc49f7,DVC-023,TS-1061,2026-06-13 13:32:48.260786,MODEM_RESET,S24_U2_6.1,Verizon,LTE,CELL_114,-86.7,-8.8,5.0,94.5,24.1,2.4,73.4,6.9,2321.9,SUCCESS,FAIL,90,16,82,Samsung Health,HIGH,ERR-884,US-East
f38c929d-5a9e-4634-80c6-43d0b0ae0edc,DVC-017,TS-1095,2026-06-17 13:58:48.260786,HANDOVER_SUCCESS,S24_U1_6.1,T-Mobile,LTE,CELL_112,-104.5,-12.7,18.9,55.7,10.5,2.48,154.5,42.4,1939.5,SUCCESS,FAIL,87,61,61,Settings,CRITICAL,ERR-206,US-Central
f4758de0-4bc2-487c-93ec-be705e017f09,DVC-023,TS-1081,2026-06-15 13:29:48.260786,5G_REGISTRATION_SUCCESS,S23_U5_6.0,AT&T,5G,CELL_105,-114.2,-9.9,22.0,28.0,11.4,0.0,232.8,78.9,732.2,SUCCESS,WARN,83,27,16,Phone,CRITICAL,ERR-867,US-East
f6284301-43e0-4447-a763-92846ee1ef41,DVC-014,TS-1005,2026-06-06 17:11:48.260786,HANDOVER_SUCCESS,S24_U1_6.1,T-Mobile,5G,CELL_103,-80.6,-7.1,14.8,10.0,5.5,1.5,105.7,23.4,1386.8,SUCCESS,PASS,65,51,37,Samsung Health,LOW,ERR-351,US-East
7b27dd8e-39ec-4e49-91a3-c1fd3ad386f4,DVC-002,TS-1061,2026-06-14 15:42:48.260786,MODEM_RESET,S24_U2_6.1,AT&T,5G,CELL_103,-105.8,-5.7,29.9,106.7,29.2,0.51,54.9,19.9,1715.2,SUCCESS,FAIL,92,82,22,Samsung Health,HIGH,ERR-616,US-East
23c471c3-f4e8-46fe-81b7-6ebeac10e7e8,DVC-005,TS-1066,2026-05-20 14:43:48.260786,HANDOVER_SUCCESS,S23_U5_6.0,AT&T,5G,CELL_108,-99.3,-12.2,22.9,67.1,8.7,0.09,145.2,26.3,1080.0,SUCCESS,PASS,86,53,83,Settings,LOW,ERR-378,US-East
a7222870-a076-4179-811d-1fb5744d729b,DVC-029,TS-1039,2026-06-11 15:44:48.260786,HANDOVER_SUCCESS,S24_U1_6.1,AT&T,5G,CELL_114,-80.2,-7.2,13.2,41.3,10.6,0.0,114.1,37.6,373.0,SUCCESS,PASS,88,70,73,Camera,LOW,ERR-444,US-West
26b60206-2fda-4db9-91cd-26145de95553,DVC-027,TS-1082,2026-06-10 14:00:48.260786,MODEM_RESET,S24_U2_6.1,Verizon,LTE,CELL_115,-112.8,-12.5,19.5,126.4,14.9,0.63,13.8,4.8,879.1,SUCCESS,FAIL,78,39,46,Samsung Health,CRITICAL,ERR-369,US-Central
b8a5c10f-c1cc-4876-9323-4ed3d093db83,DVC-016,TS-1059,2026-06-09 17:37:48.260786,MODEM_RESET,S24_U1_6.1,T-Mobile,5G,CELL_120,-85.7,-8.1,22.9,176.6,26.6,1.27,41.5,9.6,1669.7,SUCCESS,FAIL,60,29,40,Messages,CRITICAL,ERR-649,US-East
5004edef-04f8-412d-bd52-008590aa5505,DVC-024,TS-1099,2026-05-19 12:56:48.260786,MODEM_RESET,S24_U1_6.1,AT&T,NTN,CELL_114,-102.3,-13.5,24.3,95.5,32.7,1.83,82.7,16.4,1702.8,SUCCESS,FAIL,41,40,37,Phone,HIGH,ERR-554,US-East
062bcf3d-8ed9-4bea-81e8-966fbb3878f2,DVC-001,TS-1037,2026-05-26 16:58:48.260786,5G_REGISTRATION_SUCCESS,S24_U1_6.1,AT&T,5G,CELL_118,-87.9,-16.8,7.5,47.5,6.7,0.68,99.1,18.0,687.4,SUCCESS,WARN,64,50,83,Phone,HIGH,ERR-142,US-East
f1449d1a-f5e4-45a9-8930-c9bf865482c3,DVC-034,TS-1073,2026-05-30 11:56:48.260786,MODEM_RESET,S24_U1_6.1,AT&T,5G,CELL_116,-100.0,-9.1,27.5,155.8,22.1,0.59,40.7,15.2,2339.1,SUCCESS,FAIL,89,65,86,Messages,CRITICAL,ERR-641,US-East
b808faa3-abf2-4991-8b22-ca17094183be,DVC-021,TS-1051,2026-06-16 11:16:48.260786,5G_REGISTRATION_SUCCESS,S23_U5_6.0,Verizon,5G,CELL_108,-90.5,-5.9,26.0,16.6,4.7,0.1,76.8,63.6,908.0,SUCCESS,PASS,65,35,64,Settings,LOW,ERR-345,US-East
2c2d62db-91f2-420e-9939-8cec884a0355,DVC-024,TS-1021,2026-06-03 17:33:48.260786,MODEM_RESET,S24_U2_6.1,AT&T,NTN,CELL_110,-91.0,-9.7,24.0,141.2,13.7,0.97,58.3,22.9,1039.4,SUCCESS,FAIL,98,39,65,Settings,CRITICAL,ERR-971,US-East
16ad92df-32ba-4953-8fdb-c2e3c1fbee73,DVC-044,TS-1046,2026-06-10 12:53:48.260786,MODEM_RESET,S23_U5_6.0,AT&T,5G,CELL_114,-90.3,-12.9,14.9,165.4,32.5,0.53,14.1,12.5,1330.9,SUCCESS,FAIL,66,81,29,Settings,HIGH,ERR-944,US-West
7a4ca3a5-7c61-4644-a4ea-667c745a4e81,DVC-002,TS-1009,2026-06-18 11:33:48.260786,MODEM_RESET,S24_U2_6.1,AT&T,LTE,CELL_106,-93.5,-5.2,24.2,173.9,14.4,2.53,63.8,24.0,1250.9,SUCCESS,FAIL,61,30,58,Camera,HIGH,ERR-210,US-East
f68dbe00-7832-4232-bd9f-b9d8843b5114,DVC-038,TS-1047,2026-06-06 12:16:48.260786,HANDOVER_SUCCESS,S23_U5_6.0,T-Mobile,NTN,CELL_107,-106.9,-7.0,7.4,165.6,5.0,0.84,118.8,72.4,1009.2,SUCCESS,FAIL,43,57,50,Phone,CRITICAL,ERR-393,US-Central
e74bc785-d3ea-439a-9edf-2e82ff7ad50d,DVC-005,TS-1082,2026-06-05 12:01:48.260786,LTE_ATTACH_SUCCESS,S23_U5_6.0,Verizon,LTE,CELL_118,-93.3,-14.6,23.9,67.5,3.4,1.09,243.2,47.1,1911.1,SUCCESS,PASS,32,85,37,Settings,LOW,ERR-957,US-East
579c1bbb-c25b-42bb-bbb7-4e3a96ed234a,DVC-047,TS-1031,2026-06-05 13:04:48.260786,HANDOVER_SUCCESS,S24_U1_6.1,AT&T,LTE,CELL_108,-89.6,-10.6,26.1,76.5,9.9,0.93,192.5,71.3,1598.7,SUCCESS,PASS,61,44,17,Camera,LOW,ERR-213,US-Central
a70180b1-0a9f-427b-af28-d8c9d7a4f6e7,DVC-012,TS-1055,2026-06-16 16:07:48.260786,HANDOVER_SUCCESS,S24_U1_6.1,T-Mobile,LTE,CELL_118,-90.2,-6.6,23.1,37.7,5.8,2.49,267.5,52.5,2081.7,SUCCESS,FAIL,50,69,58,Messages,CRITICAL,ERR-858,US-East
ee5ad254-c983-4446-a5c2-df47b471149d,DVC-039,TS-1084,2026-06-07 16:51:48.260786,HANDOVER_SUCCESS,S24_U2_6.1,AT&T,5G,CELL_104,-96.0,-7.8,9.5,59.4,9.6,1.19,225.5,21.2,1093.4,SUCCESS,WARN,84,59,83,Messages,HIGH,ERR-145,US-Central
f00b2840-e840-4294-8b4d-1edbe05c3ffb,DVC-015,TS-1072,2026-05-31 12:26:48.260786,MODEM_RESET,S23_U5_6.0,T-Mobile,LTE,CELL_116,-107.1,-14.4,17.7,103.1,27.7,1.47,82.9,20.3,1017.5,SUCCESS,FAIL,21,39,48,Messages,HIGH,ERR-444,US-Central
85ce657c-5c3c-495f-8306-714df8b41bfe,DVC-043,TS-1076,2026-06-02 11:10:48.260786,MODEM_RESET,S24_U1_6.1,T-Mobile,NTN,CELL_113,-112.9,-9.2,19.9,175.4,22.6,0.94,86.9,23.2,980.5,SUCCESS,FAIL,37,53,31,Settings,HIGH,ERR-914,US-Central
24f51620-321f-44dc-be1e-767c59e96ff2,DVC-001,TS-1047,2026-06-06 12:06:48.260786,LTE_ATTACH_SUCCESS,S23_U5_6.0,Verizon,LTE,CELL_108,-94.4,-13.8,11.3,53.5,7.9,0.91,286.1,10.6,1317.2,SUCCESS,PASS,84,48,34,Samsung Health,LOW,ERR-754,US-East
0387b7cb-5987-4011-894f-2169e469bf28,DVC-006,TS-1020,2026-05-26 12:27:48.260786,DEVICE_BOOT,S23_U5_6.0,AT&T,5G,CELL_103,-74.5,-8.0,11.6,44.9,10.6,0.0,126.1,42.2,905.4,SUCCESS,PASS,58,16,21,Messages,LOW,ERR-656,US-East
13adca4b-fd16-4c1e-978d-6cede859331a,DVC-016,TS-1089,2026-05-29 17:47:48.260786,LTE_ATTACH_SUCCESS,S24_U1_6.1,T-Mobile,LTE,CELL_107,-106.9,-11.7,3.7,27.7,4.4,1.94,154.4,39.5,1423.1,SUCCESS,WARN,24,54,62,Samsung Health,CRITICAL,ERR-562,US-East
368aa03f-2ca7-41b1-800f-d3c4146224ee,DVC-004,TS-1097,2026-05-22 16:05:48.260786,MODEM_RESET,S24_U2_6.1,AT&T,LTE,CELL_115,-97.1,-7.3,15.2,139.1,16.8,1.62,54.7,4.7,354.5,SUCCESS,FAIL,79,65,17,Camera,CRITICAL,ERR-497,US-Central
ac4b8357-9afe-4d83-8076-250d204ddbb7,DVC-018,TS-1074,2026-06-14 12:06:48.260786,5G_REGISTRATION_SUCCESS,S24_U2_6.1,AT&T,5G,CELL_115,-111.3,-12.5,13.4,21.8,8.2,1.12,189.3,11.3,1612.5,SUCCESS,WARN,62,73,43,Phone,CRITICAL,ERR-219,US-Central
11b37b44-87af-4c3c-86ac-83634c86cb6c,DVC-050,TS-1049,2026-06-15 18:01:48.260786,DEVICE_BOOT,S24_U1_6.1,T-Mobile,5G,CELL_111,-92.6,-7.5,19.6,73.8,4.9,1.29,52.3,1.0,727.3,SUCCESS,PASS,57,30,71,Camera,LOW,ERR-565,US-West
29c173d5-79cf-42ee-b0ca-45ce86831103,DVC-039,TS-1019,2026-06-13 17:52:48.260786,MODEM_RESET,S24_U1_6.1,T-Mobile,5G,CELL_113,-78.4,-13.5,15.0,109.0,29.1,1.55,46.9,13.8,971.4,SUCCESS,FAIL,93,36,47,Samsung Health,CRITICAL,ERR-445,US-Central
ed0be5c2-4387-433b-a607-96a2c64bbd7b,DVC-018,TS-1008,2026-06-11 14:44:48.260786,MODEM_RESET,S24_U1_6.1,T-Mobile,LTE,CELL_117,-82.7,-6.4,18.5,152.4,28.8,0.95,79.2,16.9,1245.8,SUCCESS,FAIL,36,62,80,Settings,CRITICAL,ERR-134,US-Central
6e27da83-8eae-4935-b292-d7f6b53e0dcc,DVC-040,TS-1097,2026-06-15 16:35:48.260786,MODEM_RESET,S24_U1_6.1,AT&T,5G,CELL_112,-106.1,-11.9,18.2,154.5,29.5,1.61,63.6,4.0,825.2,SUCCESS,FAIL,35,26,80,Samsung Health,CRITICAL,ERR-529,US-East
34edf0a4-70db-4f04-a436-20420fbe37ac,DVC-012,TS-1029,2026-06-05 12:05:48.260786,LTE_ATTACH_SUCCESS,S24_U2_6.1,Verizon,LTE,CELL_109,-93.5,-9.0,22.1,59.3,14.0,0.84,157.5,62.2,1850.5,SUCCESS,PASS,68,12,61,Camera,LOW,ERR-954,US-East
4f906be9-26af-4a8e-b4ec-e2a3631888e6,DVC-025,TS-1032,2026-05-26 12:05:48.260786,MODEM_RESET,S23_U5_6.0,AT&T,NTN,CELL_118,-78.5,-9.9,15.4,104.2,28.5,0.62,72.8,21.8,1088.9,SUCCESS,FAIL,63,46,78,Settings,CRITICAL,ERR-898,US-Central
8834af87-5d5f-4e60-9448-972063160d4e,DVC-022,TS-1056,2026-06-08 12:55:48.260786,5G_REGISTRATION_SUCCESS,S24_U2_6.1,Verizon,5G,CELL_110,-88.9,-8.4,6.3,54.1,11.8,2.49,145.1,42.8,1187.4,SUCCESS,FAIL,36,56,52,Camera,HIGH,ERR-591,US-West
97745f12-d950-4adb-b834-bcdfc91c2f20,DVC-036,TS-1075,2026-06-04 11:35:48.260786,MODEM_RESET,S23_U5_6.0,AT&T,NTN,CELL_105,-97.7,-10.2,20.1,89.3,34.3,2.76,54.8,24.2,1337.2,SUCCESS,FAIL,89,70,82,Samsung Health,HIGH,ERR-895,US-East
6418ef04-a77e-4d35-8993-af93e494b082,DVC-031,TS-1085,2026-05-25 12:58:48.260786,LTE_ATTACH_SUCCESS,S23_U5_6.0,T-Mobile,LTE,CELL_113,-96.6,-10.7,12.9,66.8,10.9,0.27,234.6,36.3,1064.4,SUCCESS,PASS,59,48,24,Settings,LOW,ERR-108,US-East
abfa8a8c-80ea-4612-acb3-d830900e93e8,DVC-016,TS-1093,2026-06-04 17:07:48.260786,LTE_ATTACH_SUCCESS,S23_U5_6.0,Verizon,LTE,CELL_101,-97.3,-9.9,19.8,58.4,4.6,0.68,164.1,34.5,2099.1,SUCCESS,PASS,30,72,56,Phone,LOW,ERR-475,US-East
cec463f5-71ab-4574-acd8-7d61243ceeef,DVC-018,TS-1045,2026-06-02 17:15:48.260786,DEVICE_BOOT,S24_U1_6.1,AT&T,NTN,CELL_113,-92.6,-12.5,8.9,166.2,10.9,0.45,200.7,16.7,1381.9,SUCCESS,FAIL,93,67,42,Phone,HIGH,ERR-274,US-Central
7bb73129-0a4c-413b-9602-bbe934579be0,DVC-004,TS-1030,2026-05-19 16:41:48.260786,5G_REGISTRATION_SUCCESS,S23_U5_6.0,T-Mobile,5G,CELL_118,-85.8,-11.5,16.5,-2.7,8.9,0.29,119.4,36.5,1517.0,SUCCESS,PASS,47,60,78,Camera,LOW,ERR-536,US-Central
6a58fcfc-9d3d-4d7f-9c89-4aecc3a44073,DVC-004,TS-1085,2026-06-01 17:16:48.260786,MODEM_RESET,S24_U1_6.1,AT&T,5G,CELL_101,-97.0,-9.6,25.0,80.7,20.4,2.31,55.2,13.4,1699.0,SUCCESS,FAIL,99,26,54,Camera,CRITICAL,ERR-685,US-Central
44bc4700-2240-45b9-bd96-6f9ec341d4f1,DVC-009,TS-1043,2026-06-05 11:53:48.260786,DEVICE_BOOT,S23_U5_6.0,T-Mobile,LTE,CELL_106,-100.3,-8.2,12.8,-8.4,7.7,0.82,168.2,73.7,1420.3,SUCCESS,PASS,95,23,53,Samsung Health,LOW,ERR-746,US-East
521d8063-cd28-43d3-b802-e3937477ef35,DVC-024,TS-1038,2026-06-01 12:20:48.260786,MODEM_RESET,S23_U5_6.0,Verizon,LTE,CELL_115,-82.1,-8.6,8.4,125.9,28.0,0.78,73.3,9.1,1435.2,SUCCESS,FAIL,50,84,62,Messages,HIGH,ERR-494,US-East
362c63d3-3b0a-48b2-949a-d3da1d81cb1f,DVC-009,TS-1061,2026-06-16 17:22:48.260786,5G_REGISTRATION_SUCCESS,S24_U1_6.1,Verizon,5G,CELL_109,-97.6,-11.8,8.1,4.4,16.7,0.44,172.8,30.5,1768.8,SUCCESS,WARN,58,34,49,Messages,CRITICAL,ERR-744,US-East
5c1b6734-a4c0-434b-ba81-ed8b61cb13c0,DVC-022,TS-1097,2026-06-03 16:17:48.260786,MODEM_RESET,S24_U1_6.1,T-Mobile,5G,CELL_109,-100.9,-14.8,9.5,131.9,27.6,0.61,22.5,23.1,857.6,SUCCESS,FAIL,88,12,47,Messages,HIGH,ERR-400,US-West
61a5ca52-dd48-4223-a044-d8617e696957,DVC-031,TS-1028,2026-06-07 13:53:48.260786,MODEM_RESET,S24_U2_6.1,AT&T,LTE,CELL_120,-85.6,-9.2,12.1,157.9,28.0,0.85,39.3,15.7,1490.7,SUCCESS,FAIL,49,16,86,Camera,HIGH,ERR-835,US-East
16e939b6-cce6-4e6c-aa82-ebfad4cca95f,DVC-018,TS-1001,2026-06-16 13:50:48.260786,MODEM_RESET,S23_U5_6.0,T-Mobile,LTE,CELL_103,-84.8,-11.7,24.8,86.6,23.3,2.67,43.7,24.3,1671.5,SUCCESS,FAIL,86,44,26,Samsung Health,HIGH,ERR-916,US-Central
baef0345-6360-4733-ac2e-8595c0d155a7,DVC-015,TS-1100,2026-06-04 11:24:48.260786,LTE_ATTACH_SUCCESS,S24_U2_6.1,AT&T,LTE,CELL_103,-104.7,-9.2,22.8,81.0,8.3,2.22,188.7,11.2,522.0,SUCCESS,FAIL,65,41,86,Camera,CRITICAL,ERR-908,US-Central
fd585378-f317-437c-af3d-141760abab19,DVC-011,TS-1081,2026-05-27 16:53:48.260786,LTE_ATTACH_SUCCESS,S24_U1_6.1,Verizon,LTE,CELL_114,-107.2,-9.4,11.0,94.8,8.4,1.44,250.5,17.2,777.3,SUCCESS,PASS,58,68,62,Camera,LOW,ERR-985,US-East
043f02ba-48c1-4742-b977-9a86c9f20fdb,DVC-042,TS-1018,2026-06-03 16:22:48.260786,5G_REGISTRATION_SUCCESS,S23_U5_6.0,Verizon,5G,CELL_102,-84.7,-13.9,13.7,88.4,16.5,1.38,203.7,58.5,633.1,SUCCESS,PASS,75,66,56,Phone,LOW,ERR-684,US-East
22e7cfc9-669b-42ea-9994-9e8f5d5369a5,DVC-015,TS-1028,2026-06-08 17:32:48.260786,MODEM_RESET,S24_U1_6.1,AT&T,LTE,CELL_101,-86.8,-12.1,15.1,97.5,22.8,2.23,36.7,6.6,313.6,SUCCESS,FAIL,81,39,45,Phone,HIGH,ERR-354,US-Central
913891b6-7dbb-461a-8d9e-46d5b98eb94b,DVC-041,TS-1016,2026-05-19 14:21:48.260786,MODEM_RESET,S24_U1_6.1,T-Mobile,LTE,CELL_105,-99.9,-9.4,20.5,95.7,17.6,1.37,35.9,3.7,1602.6,SUCCESS,FAIL,61,22,13,Settings,HIGH,ERR-825,US-East
e83729da-3378-4e56-a1b2-b58382affded,DVC-006,TS-1087,2026-06-05 12:38:48.260786,HANDOVER_SUCCESS,S23_U5_6.0,AT&T,5G,CELL_110,-74.3,-6.2,21.1,89.7,6.8,0.6,127.0,61.6,1908.4,SUCCESS,PASS,63,60,49,Camera,LOW,ERR-180,US-East
6187b404-3e31-43c7-baee-9478f383e228,DVC-038,TS-1097,2026-06-14 13:15:48.260786,MODEM_RESET,S24_U1_6.1,AT&T,5G,CELL_120,-101.2,-6.8,24.4,114.5,12.5,2.29,27.9,17.8,2802.1,SUCCESS,FAIL,80,24,52,Settings,CRITICAL,ERR-978,US-Central
e0a2baf5-eda3-4c76-8325-e0fb0cbf9357,DVC-049,TS-1015,2026-06-15 16:34:48.260786,5G_REGISTRATION_SUCCESS,S23_U5_6.0,AT&T,5G,CELL_114,-99.6,-9.5,13.9,19.0,7.5,1.62,171.3,79.8,1314.9,SUCCESS,PASS,37,19,78,Phone,LOW,ERR-833,US-West
c5f510cb-baf9-4bda-95b1-dec0f13a8208,DVC-028,TS-1058,2026-06-15 12:07:48.260786,5G_REGISTRATION_SUCCESS,S24_U1_6.1,Verizon,5G,CELL_110,-122.5,-8.2,15.8,74.1,13.1,1.17,135.6,25.1,650.6,SUCCESS,WARN,44,37,64,Camera,CRITICAL,ERR-617,US-East
cd0950db-fe21-4a93-bb04-d591944245b0,DVC-003,TS-1084,2026-05-21 13:12:48.260786,MODEM_RESET,S24_U1_6.1,T-Mobile,LTE,CELL_113,-81.5,-5.6,12.0,132.4,24.8,1.84,26.6,8.5,2110.4,SUCCESS,FAIL,51,81,76,Camera,CRITICAL,ERR-517,US-Central
a536c61f-0106-4011-b41d-2221df3f8eff,DVC-033,TS-1048,2026-05-29 13:40:48.260786,HANDOVER_SUCCESS,S24_U2_6.1,T-Mobile,NTN,CELL_106,-90.4,-12.6,9.7,199.1,13.6,0.75,143.5,28.4,2210.9,SUCCESS,FAIL,87,14,11,Settings,HIGH,ERR-259,US-East
66e118ee-770d-4e51-819f-c7ebae5e2793,DVC-046,TS-1093,2026-06-07 17:14:48.260786,HANDOVER_SUCCESS,S23_U5_6.0,Verizon,NTN,CELL_101,-95.9,-13.3,3.1,177.4,10.2,0.99,225.1,41.7,1254.7,SUCCESS,FAIL,88,38,16,Settings,HIGH,ERR-718,US-Central
377d9fe4-35e6-43ef-89da-bf595e85f638,DVC-029,TS-1097,2026-06-06 11:43:48.260786,MODEM_RESET,S24_U2_6.1,T-Mobile,NTN,CELL_104,-106.9,-6.9,14.7,123.5,24.1,2.31,46.0,3.6,432.2,SUCCESS,FAIL,30,64,48,Phone,CRITICAL,ERR-541,US-West
ab61f7cd-6f72-4a1e-86e9-8d13e3245284,DVC-003,TS-1002,2026-06-13 16:20:48.260786,5G_REGISTRATION_SUCCESS,S23_U5_6.0,T-Mobile,5G,CELL_102,-93.1,-7.7,17.9,55.1,3.3,1.81,128.6,56.7,2546.4,SUCCESS,PASS,37,54,77,Phone,LOW,ERR-538,US-Central
7711f5c2-255a-4e27-ab38-0f6ab9c8a4be,DVC-022,TS-1085,2026-06-11 16:52:48.260786,MODEM_RESET,S24_U1_6.1,Verizon,LTE,CELL_105,-116.1,-9.2,22.6,117.1,24.6,2.18,11.0,4.4,1530.3,SUCCESS,FAIL,67,47,53,Phone,CRITICAL,ERR-124,US-West
3b9bfe71-3d85-4adb-b2a0-0f67b786008f,DVC-043,TS-1058,2026-06-05 13:39:48.260786,DEVICE_BOOT,S24_U1_6.1,AT&T,5G,CELL_117,-84.5,-5.2,17.5,38.2,3.4,0.28,165.0,56.6,700.8,SUCCESS,PASS,85,71,27,Phone,LOW,ERR-486,US-Central
75cc0f26-c880-44ff-99f4-42461e4dfbdc,DVC-007,TS-1002,2026-06-13 12:56:48.260786,HANDOVER_SUCCESS,S24_U2_6.1,Verizon,LTE,CELL_109,-97.9,-6.4,18.3,46.3,9.6,0.86,186.8,56.5,703.9,SUCCESS,PASS,33,66,82,Samsung Health,LOW,ERR-759,US-Central
65d74c35-84ba-4928-bb4f-4a1b8c550520,DVC-027,TS-1099,2026-06-11 16:16:48.260786,5G_REGISTRATION_SUCCESS,S24_U2_6.1,AT&T,5G,CELL_113,-68.6,-13.5,17.4,58.9,9.7,0.19,138.0,52.1,1475.7,SUCCESS,PASS,27,10,31,Messages,LOW,ERR-355,US-Central
8d7fd1ac-fdb0-4d0d-be8e-f583afa290f1,DVC-003,TS-1098,2026-05-29 16:54:48.260786,LTE_ATTACH_SUCCESS,S23_U5_6.0,AT&T,LTE,CELL_101,-118.0,-8.8,21.2,53.2,4.3,1.71,66.4,41.2,1328.2,SUCCESS,WARN,63,18,62,Settings,HIGH,ERR-541,US-Central
e5385903-1f5b-47ee-a2b0-653bcfcead15,DVC-003,TS-1038,2026-05-24 17:15:48.260786,MODEM_RESET,S24_U2_6.1,Verizon,LTE,CELL_105,-100.0,-13.8,18.7,88.3,15.2,1.48,35.8,14.7,1466.6,SUCCESS,FAIL,21,28,30,Phone,CRITICAL,ERR-810,US-Central
0dc31a27-10c5-49cd-be9f-64d529d1e982,DVC-036,TS-1004,2026-06-13 16:19:48.260786,LTE_ATTACH_SUCCESS,S23_U5_6.0,T-Mobile,LTE,CELL_105,-96.5,-12.2,10.4,61.7,7.6,1.02,305.0,31.6,2117.5,SUCCESS,PASS,68,58,90,Samsung Health,LOW,ERR-931,US-East
0e14a3a5-0731-4f17-bb47-d19d27c3fcb0,DVC-008,TS-1048,2026-06-11 14:49:48.260786,MODEM_RESET,S23_U5_6.0,Verizon,NTN,CELL_120,-114.2,-10.3,17.6,92.4,14.3,1.95,74.0,4.9,644.8,SUCCESS,FAIL,38,48,72,Settings,CRITICAL,ERR-673,US-East
49591996-ab51-45c5-a159-85b21025cf69,DVC-036,TS-1056,2026-05-20 13:21:48.260786,MODEM_RESET,S23_U5_6.0,Verizon,5G,CELL_101,-95.7,-7.6,18.9,178.3,33.2,2.24,28.5,9.2,1266.7,SUCCESS,FAIL,59,49,67,Camera,HIGH,ERR-614,US-East
b0031358-2412-40ca-804b-f56fbf644a62,DVC-024,TS-1045,2026-05-27 12:10:48.260786,HANDOVER_SUCCESS,S24_U2_6.1,T-Mobile,NTN,CELL_109,-94.0,-7.7,3.8,108.0,9.0,1.16,109.3,46.0,1322.5,SUCCESS,WARN,60,70,26,Messages,CRITICAL,ERR-568,US-East
